data,ultimo,aberturaa,maxima,minima,Vol.,Var%
"04.08.2015","3,4702","3,4505","3,4889","3,4294","","0,55%"
"03.08.2015","3,4511","3,4227","3,4616","3,4206","","0,90%"
"31.07.2015","3,4204","3,3735","3,4319","3,3359","","1,48%"
"30.07.2015","3,3705","3,3279","3,3851","3,3237","","1,22%"
"29.07.2015","3,3298","3,3562","3,3717","3,3126","","-0,82%"
"28.07.2015","3,3573","3,3647","3,4350","3,3424","","-0,18%"
"27.07.2015","3,3635","3,3548","3,3820","3,3453","","0,27%"
"24.07.2015","3,3544","3,2862","3,3576","3,2850","","2,12%"
"23.07.2015","3,2849","3,2233","3,2990","3,2193","","1,93%"
"22.07.2015","3,2228","3,1720","3,2350","3,1710","","1,63%"
"21.07.2015","3,1710","3,1986","3,2014","3,1632","","-0,83%"
"20.07.2015","3,1977","3,1889","3,2252","3,1874","","0,33%"
"17.07.2015","3,1873","3,1588","3,2036","3,1518","","0,93%"
"16.07.2015","3,1580","3,1387","3,1620","3,1275","","0,62%"
"15.07.2015","3,1385","3,1403","3,1665","3,1286","","-0,01%"
"14.07.2015","3,1389","3,1347","3,1443","3,1128","","0,17%"
"13.07.2015","3,1335","3,1600","3,1794","3,1285","","-0,79%"
"10.07.2015","3,1583","3,2200","3,2274","3,1573","","-1,88%"
"09.07.2015","3,2188","3,2367","3,2402","3,2130","","-0,45%"
"08.07.2015","3,2335","3,1872","3,2434","3,1797","","1,48%"
"07.07.2015","3,1863","3,1378","3,2019","3,1357","","1,52%"
"06.07.2015","3,1387","3,1346","3,1548","3,1299","","0,15%"
"03.07.2015","3,1340","3,0979","3,1423","3,0968","","1,25%"
"02.07.2015","3,0952","3,1498","3,1593","3,0929","","-1,69%"
"01.07.2015","3,1485","3,1031","3,1502","3,0966","","1,50%"
"30.06.2015","3,1020","3,1185","3,1279","3,0857","","-0,50%"
"29.06.2015","3,1175","3,1307","3,1524","3,1052","","-0,36%"
"26.06.2015","3,1289","3,1280","3,1435","3,1177","","0,06%"
"25.06.2015","3,1269","3,0979","3,1332","3,0806","","0,97%"
"24.06.2015","3,0968","3,0759","3,1032","3,0627","","0,72%"
"23.06.2015","3,0748","3,0812","3,1163","3,0746","","-0,17%"
"22.06.2015","3,0799","3,0967","3,1031","3,0663","","-0,53%"
"19.06.2015","3,0963","3,0590","3,1035","3,0538","","1,21%"
"18.06.2015","3,0593","3,0558","3,0643","3,0296","","0,09%"
"17.06.2015","3,0564","3,0883","3,1058","3,0504","","-1,00%"
"16.06.2015","3,0874","3,1269","3,1410","3,0833","","-1,35%"
"15.06.2015","3,1296","3,1192","3,1394","3,0920","","0,40%"
"12.06.2015","3,1170","3,0902","3,1292","3,0894","","0,90%"
"11.06.2015","3,0893","3,1179","3,1716","3,0887","","-0,90%"
"10.06.2015","3,1172","3,0969","3,1190","3,0613","","0,68%"
"09.06.2015","3,0960","3,1133","3,1203","3,0889","","-0,53%"
"08.06.2015","3,1124","3,1433","3,1497","3,1056","","-0,98%"
"05.06.2015","3,1433","3,1417","3,1895","3,1073","","0,10%"
"04.06.2015","3,1403","3,1341","3,1477","3,1330","","0,21%"
"03.06.2015","3,1336","3,1304","3,1468","3,1023","","0,13%"
"02.06.2015","3,1296","3,1715","3,1769","3,1251","","-1,28%"
"01.06.2015","3,1703","3,1795","3,2143","3,1582","","-0,27%"
"29.05.2015","3,1788","3,1629","3,1966","3,1403","","0,53%"
"28.05.2015","3,1621","3,1410","3,1895","3,1406","","0,72%"
"27.05.2015","3,1394","3,1537","3,1859","3,1384","","-0,43%"
"26.05.2015","3,1530","3,0974","3,1558","3,0918","","1,85%"
"25.05.2015","3,0957","3,0962","3,1338","3,0896","","0,07%"
"22.05.2015","3,0934","3,0393","3,1006","3,0325","","1,84%"
"21.05.2015","3,0376","3,0028","3,0466","2,9972","","1,20%"
"20.05.2015","3,0017","3,0393","3,0457","2,9977","","-1,23%"
"19.05.2015","3,0391","3,0078","3,0449","3,0027","","1,09%"
"18.05.2015","3,0062","2,9966","3,0310","2,9936","","0,35%"
"15.05.2015","2,9957","2,9936","3,0150","2,9702","","0,09%"
"14.05.2015","2,9930","3,0397","3,0423","2,9890","","-1,51%"
"13.05.2015","3,0389","3,0198","3,0442","2,9820","","0,65%"
"12.05.2015","3,0193","3,0597","3,0781","3,0121","","-1,33%"
"11.05.2015","3,0600","2,9757","3,0628","2,9751","","2,96%"
"08.05.2015","2,9720","3,0252","3,0435","2,9730","","-1,74%"
"07.05.2015","3,0245","3,0331","3,0635","3,0148","","-0,25%"
"06.05.2015","3,0321","3,0566","3,0760","3,0216","","-0,67%"
"05.05.2015","3,0525","3,0864","3,0912","3,0419","","-1,07%"
"04.05.2015","3,0855","3,0165","3,0961","3,0121","","2,40%"
"01.05.2015","3,0131","3,0152","3,0175","3,0111","","-0,03%"
"30.04.2015","3,0140","2,9620","3,0207","2,9488","","1,83%"
"29.04.2015","2,9597","2,9366","2,9650","2,9137","","0,81%"
"28.04.2015","2,9360","2,9174","2,9447","2,8816","","0,69%"
"27.04.2015","2,9160","2,9515","2,9606","2,8983","","-1,19%"
"24.04.2015","2,9511","2,9707","2,9916","2,9504","","-0,63%"
"23.04.2015","2,9697","3,0113","3,0324","2,9690","","-1,33%"
"22.04.2015","3,0098","3,0340","3,0381","2,9965","","-0,78%"
"21.04.2015","3,0335","3,0330","3,0348","3,0294","","0,05%"
"20.04.2015","3,0320","3,0536","3,0586","3,0214","","-0,28%"
"17.04.2015","3,0404","3,0224","3,0710","3,0044","","0,62%"
"16.04.2015","3,0217","3,0297","3,0418","2,9986","","-0,22%"
"15.04.2015","3,0283","3,0641","3,0949","3,0248","","-1,11%"
"14.04.2015","3,0623","3,1229","3,1264","3,0556","","-1,87%"
"13.04.2015","3,1205","3,0755","3,1289","3,0747","","1,50%"
"10.04.2015","3,0745","3,0591","3,0946","3,0582","","0,52%"
"09.04.2015","3,0585","3,0496","3,0749","3,0227","","0,32%"
"08.04.2015","3,0487","3,1288","3,1300","3,0462","","-2,52%"
"07.04.2015","3,1275","3,1264","3,1482","3,1096","","0,04%"
"06.04.2015","3,1261","3,1210","3,1278","3,0819","","0,20%"
"03.04.2015","3,1200","3,1205","3,1213","3,1199","","0,02%"
"02.04.2015","3,1193","3,1661","3,1856","3,1174","","-1,43%"
"01.04.2015","3,1647","3,1951","3,1951","3,1318","","-0,94%"
"31.03.2015","3,1947","3,2294","3,2690","3,1656","","-1,07%"
"30.03.2015","3,2292","3,2496","3,2886","3,2074","","-0,60%"
"27.03.2015","3,2488","3,1825","3,2499","3,1800","","2,09%"
"26.03.2015","3,1822","3,2012","3,2244","3,1721","","-0,56%"
"25.03.2015","3,2002","3,1398","3,2043","3,1157","","1,94%"
"24.03.2015","3,1394","3,1323","3,1725","3,0919","","0,24%"
"23.03.2015","3,1319","3,2293","3,2308","3,1300","","-2,97%"
"20.03.2015","3,2279","3,2921","3,3163","3,2013","","-1,93%"
"19.03.2015","3,2915","3,2101","3,3070","3,2090","","2,59%"
"18.03.2015","3,2084","3,2396","3,2801","3,1893","","-0,95%"
"17.03.2015","3,2392","3,2445","3,2838","3,2249","","-0,29%"
"16.03.2015","3,2485","3,2487","3,2639","3,2064","","0,02%"
"13.03.2015","3,2479","3,1663","3,2808","3,1659","","2,63%"
"12.03.2015","3,1647","3,1255","3,1719","3,0758","","1,27%"
"11.03.2015","3,1251","3,1031","3,1406","3,0827","","0,76%"
"10.03.2015","3,1016","3,1233","3,1729","3,0889","","-0,64%"
"09.03.2015","3,1215","3,0617","3,1331","3,0582","","1,99%"
"06.03.2015","3,0605","3,0035","3,0724","2,9829","","1,94%"
"05.03.2015","3,0024","2,9775","3,0224","2,9774","","0,90%"
"04.03.2015","2,9755","2,9311","3,0005","2,9311","","1,54%"
"03.03.2015","2,9303","2,8965","2,9345","2,8910","","1,18%"
"02.03.2015","2,8960","2,8390","2,8979","2,8390","","2,04%"
"27.02.2015","2,8380","2,9085","2,9208","2,8386","","-2,41%"
"26.02.2015","2,9080","2,8750","2,9085","2,8410","","1,17%"
"25.02.2015","2,8745","2,8327","2,8859","2,8327","","1,48%"
"24.02.2015","2,8325","2,8788","2,8912","2,8261","","-1,60%"
"23.02.2015","2,8785","2,8680","2,9042","2,8615","","0,40%"
"20.02.2015","2,8670","2,8665","2,8856","2,8540","","0,02%"
"19.02.2015","2,8663","2,8380","2,8700","2,8380","","1,05%"
"18.02.2015","2,8364","2,8296","2,8494","2,8278","","0,26%"
"17.02.2015","2,8290","2,8346","2,8346","2,8292","","-0,15%"
"16.02.2015","2,8333","2,8346","2,8346","2,8346","","0,00%"
"13.02.2015","2,8333","2,8208","2,8585","2,8152","","0,45%"
"12.02.2015","2,8205","2,8693","2,8789","2,8156","","-1,68%"
"11.02.2015","2,8688","2,8343","2,8827","2,8341","","1,24%"
"10.02.2015","2,8338","2,7698","2,8396","2,7694","","2,36%"
"09.02.2015","2,7685","2,7825","2,7972","2,7645","","-0,47%"
"06.02.2015","2,7815","2,7451","2,7847","2,7428","","1,34%"
"05.02.2015","2,7446","2,7418","2,7622","2,7222","","0,11%"
"04.02.2015","2,7416","2,6945","2,7486","2,6923","","1,77%"
"03.02.2015","2,6940","2,7271","2,7282","2,6878","","-1,18%"
"02.02.2015","2,7261","2,6824","2,7290","2,6658","","1,67%"
"30.01.2015","2,6814","2,6035","2,6931","2,6031","","3,02%"
"29.01.2015","2,6027","2,5765","2,6175","2,5761","","1,05%"
"28.01.2015","2,5757","2,5725","2,5910","2,5660","","0,14%"
"27.01.2015","2,5722","2,5835","2,5987","2,5651","","-0,43%"
"26.01.2015","2,5832","2,5797","2,6089","2,5797","","0,18%"
"23.01.2015","2,5785","2,5745","2,5986","2,5705","","0,19%"
"22.01.2015","2,5735","2,6005","2,6007","2,5494","","-1,02%"
"21.01.2015","2,6000","2,6143","2,6146","2,5856","","-0,51%"
"20.01.2015","2,6133","2,6518","2,6525","2,6079","","-1,43%"
"19.01.2015","2,6511","2,6210","2,6643","2,6187","","1,17%"
"16.01.2015","2,6204","2,6422","2,6438","2,6145","","-0,78%"
"15.01.2015","2,6410","2,6159","2,6450","2,5948","","0,96%"
"14.01.2015","2,6159","2,6430","2,6541","2,6035","","-1,01%"
"13.01.2015","2,6425","2,6735","2,6828","2,6273","","-1,15%"
"12.01.2015","2,6733","2,6301","2,6748","2,6301","","1,65%"
"09.01.2015","2,6299","2,6630","2,6743","2,6266","","-1,21%"
"08.01.2015","2,6620","2,6835","2,7027","2,6612","","-0,78%"
"07.01.2015","2,6830","2,7009","2,7093","2,6736","","-0,61%"
"06.01.2015","2,6996","2,7064","2,7237","2,6916","","-0,23%"
"05.01.2015","2,7059","2,6941","2,7310","2,6941","","0,48%"
"02.01.2015","2,6931","2,6575","2,7084","2,6575","","1,36%"
"01.01.2015","2,6570","2,6575","2,6575","2,6575","","0,00%"
"31.12.2014","2,6570","2,6575","2,6575","2,6575","","0,00%"
"30.12.2014","2,6570","2,7027","2,7049","2,6409","","-1,66%"
"29.12.2014","2,7019","2,6685","2,7129","2,6675","","1,29%"
"26.12.2014","2,6675","2,6957","2,6975","2,6683","","-1,03%"
"25.12.2014","2,6952","2,6956","2,6957","2,6956","","0,01%"
"24.12.2014","2,6950","2,6946","2,6961","2,6946","","0,05%"
"23.12.2014","2,6937","2,6654","2,7097","2,6521","","1,11%"
"22.12.2014","2,6640","2,6598","2,6671","2,6441","","0,18%"
"19.12.2014","2,6593","2,6626","2,6700","2,6397","","-0,11%"
"18.12.2014","2,6623","2,7154","2,7154","2,6447","","-1,92%"
"17.12.2014","2,7145","2,7384","2,7497","2,6664","","-0,87%"
"16.12.2014","2,7382","2,6955","2,7607","2,6833","","1,60%"
"15.12.2014","2,6952","2,6546","2,7005","2,6504","","1,55%"
"12.12.2014","2,6541","2,6498","2,6780","2,6455","","0,18%"
"11.12.2014","2,6494","2,6163","2,6547","2,6116","","1,32%"
"10.12.2014","2,6150","2,5930","2,6177","2,5858","","0,86%"
"09.12.2014","2,5928","2,6004","2,6136","2,5846","","-0,26%"
"08.12.2014","2,5996","2,5895","2,6180","2,5884","","0,40%"
"05.12.2014","2,5892","2,5915","2,6103","2,5729","","-0,06%"
"04.12.2014","2,5907","2,5525","2,5927","2,5525","","1,54%"
"03.12.2014","2,5515","2,5682","2,5875","2,5490","","-0,60%"
"02.12.2014","2,5669","2,5600","2,5800","2,5563","","0,31%"
"01.12.2014","2,5589","2,5659","2,5810","2,5437","","-0,24%"
"28.11.2014","2,5651","2,5304","2,5825","2,5304","","1,38%"
"27.11.2014","2,5302","2,5012","2,5332","2,4971","","1,17%"
"26.11.2014","2,5009","2,5304","2,5304","2,4953","","-1,13%"
"25.11.2014","2,5296","2,5458","2,5524","2,5175","","-0,62%"
"24.11.2014","2,5453","2,5153","2,5528","2,5014","","1,20%"
"21.11.2014","2,5152","2,5731","2,5731","2,5092","","-2,20%"
"20.11.2014","2,5718","2,5720","2,5731","2,5717","","0,01%"
"19.11.2014","2,5715","2,5825","2,5994","2,5652","","-0,41%"
"18.11.2014","2,5820","2,6081","2,6081","2,5819","","-0,99%"
"17.11.2014","2,6077","2,6018","2,6195","2,5805","","0,28%"
"14.11.2014","2,6005","2,6012","2,6295","2,5924","","0,46%"
"13.11.2014","2,5887","2,5665","2,6093","2,5607","","0,90%"
"12.11.2014","2,5657","2,5575","2,5696","2,5348","","0,36%"
"11.11.2014","2,5565","2,5528","2,5715","2,5528","","0,18%"
"10.11.2014","2,5520","2,5588","2,5588","2,5310","","-0,23%"
"07.11.2014","2,5580","2,5697","2,5895","2,5491","","-0,44%"
"06.11.2014","2,5692","2,5049","2,5748","2,5039","","2,62%"
"05.11.2014","2,5036","2,4970","2,5291","2,4970","","0,31%"
"04.11.2014","2,4959","2,4954","2,5332","2,4913","","-0,01%"
"03.11.2014","2,4962","2,4784","2,5091","2,4536","","0,74%"
"31.10.2014","2,4779","2,4042","2,4792","2,3979","","3,10%"
"30.10.2014","2,4033","2,4612","2,4612","2,3930","","-2,34%"
"29.10.2014","2,4609","2,4614","2,4725","2,4242","","0,01%"
"28.10.2014","2,4606","2,5226","2,5226","2,4598","","-2,43%"
"27.10.2014","2,5218","2,4739","2,5603","2,4739","","1,96%"
"24.10.2014","2,4733","2,4988","2,5014","2,4475","","-0,97%"
"23.10.2014","2,4975","2,4873","2,5188","2,4866","","0,46%"
"22.10.2014","2,4860","2,4810","2,4932","2,4658","","0,23%"
"21.10.2014","2,4802","2,4652","2,5015","2,4621","","0,63%"
"20.10.2014","2,4646","2,4359","2,4688","2,4359","","1,22%"
"17.10.2014","2,4348","2,4730","2,4730","2,4228","","-1,48%"
"16.10.2014","2,4715","2,4580","2,5064","2,4553","","0,55%"
"15.10.2014","2,4580","2,3994","2,4633","2,3994","","2,44%"
"14.10.2014","2,3995","2,3938","2,4071","2,3901","","0,23%"
"13.10.2014","2,3940","2,4295","2,4295","2,3798","","-1,43%"
"10.10.2014","2,4287","2,3989","2,4308","2,3981","","1,28%"
"09.10.2014","2,3980","2,3772","2,4054","2,3561","","0,90%"
"08.10.2014","2,3765","2,3955","2,4316","2,3722","","-0,80%"
"07.10.2014","2,3956","2,4265","2,4288","2,3854","","-1,16%"
"06.10.2014","2,4236","2,4583","2,4583","2,3718","","-1,40%"
"03.10.2014","2,4580","2,4955","2,5076","2,4559","","-1,48%"
"02.10.2014","2,4949","2,4812","2,4983","2,4696","","0,58%"
"01.10.2014","2,4805","2,4444","2,4886","2,4391","","1,46%"
"30.09.2014","2,4449","2,4465","2,4625","2,4427","","-0,07%"
"29.09.2014","2,4466","2,4200","2,4786","2,4200","","1,11%"
"26.09.2014","2,4198","2,4281","2,4437","2,4089","","-0,33%"
"25.09.2014","2,4277","2,3832","2,4333","2,3827","","1,88%"
"24.09.2014","2,3828","2,4118","2,4178","2,3807","","-1,18%"
"23.09.2014","2,4113","2,3983","2,4145","2,3874","","0,56%"
"22.09.2014","2,3979","2,3677","2,3990","2,3629","","1,27%"
"19.09.2014","2,3679","2,3652","2,3860","2,3514","","0,16%"
"18.09.2014","2,3641","2,3585","2,3770","2,3524","","0,25%"
"17.09.2014","2,3581","2,3325","2,3644","2,3238","","1,13%"
"16.09.2014","2,3317","2,3428","2,3434","2,3161","","-0,45%"
"15.09.2014","2,3422","2,3393","2,3508","2,3286","","0,14%"
"12.09.2014","2,3390","2,2983","2,3470","2,2977","","1,80%"
"11.09.2014","2,2977","2,2903","2,2999","2,2819","","0,41%"
"10.09.2014","2,2883","2,2842","2,3018","2,2840","","0,10%"
"09.09.2014","2,2860","2,2681","2,2928","2,2680","","0,83%"
"08.09.2014","2,2672","2,2438","2,2743","2,2396","","1,20%"
"05.09.2014","2,2403","2,2434","2,2512","2,2310","","-0,10%"
"04.09.2014","2,2426","2,2370","2,2470","2,2253","","0,26%"
"03.09.2014","2,2367","2,2429","2,2430","2,2259","","-0,28%"
"02.09.2014","2,2430","2,2462","2,2571","2,2382","","-0,09%"
"01.09.2014","2,2450","2,2362","2,2478","2,2298","","0,42%"
"29.08.2014","2,2355","2,2398","2,2458","2,2329","","-0,22%"
"28.08.2014","2,2405","2,2468","2,2598","2,2360","","-0,27%"
"27.08.2014","2,2466","2,2615","2,2662","2,2421","","-0,64%"
"26.08.2014","2,2610","2,2882","2,2893","2,2607","","-1,16%"
"25.08.2014","2,2875","2,2778","2,2909","2,2745","","0,46%"
"22.08.2014","2,2770","2,2692","2,2843","2,2663","","0,40%"
"21.08.2014","2,2680","2,2626","2,2702","2,2515","","0,28%"
"20.08.2014","2,2617","2,2467","2,2642","2,2467","","0,69%"
"19.08.2014","2,2462","2,2579","2,2657","2,2465","","-0,50%"
"18.08.2014","2,2575","2,2599","2,2646","2,2503","","-0,08%"
"15.08.2014","2,2593","2,2660","2,2769","2,2569","","-0,30%"
"14.08.2014","2,2661","2,2815","2,2822","2,2642","","-0,59%"
"13.08.2014","2,2795","2,2793","2,2882","2,2612","","0,13%"
"12.08.2014","2,2765","2,2755","2,2846","2,2718","","0,07%"
"11.08.2014","2,2750","2,2821","2,2836","2,2656","","-0,24%"
"08.08.2014","2,2805","2,2962","2,3077","2,2798","","-0,63%"
"07.08.2014","2,2949","2,2739","2,2995","2,2699","","0,96%"
"06.08.2014","2,2730","2,2815","2,2962","2,2684","","-0,37%"
"05.08.2014","2,2815","2,2598","2,2870","2,2574","","1,04%"
"04.08.2014","2,2580","2,2609","2,2663","2,2474","","0,04%"
"01.08.2014","2,2572","2,2635","2,2849","2,2505","","-0,27%"
"31.07.2014","2,2634","2,2469","2,2751","2,2469","","0,81%"
"30.07.2014","2,2452","2,2305","2,2604","2,2303","","0,67%"
"29.07.2014","2,2303","2,2232","2,2327","2,2223","","0,37%"
"28.07.2014","2,2220","2,2303","2,2358","2,2219","","-0,29%"
"25.07.2014","2,2285","2,2229","2,2332","2,2183","","0,29%"
"24.07.2014","2,2220","2,2187","2,2232","2,2123","","0,20%"
"23.07.2014","2,2175","2,2123","2,2234","2,2112","","0,21%"
"22.07.2014","2,2129","2,2215","2,2258","2,2068","","-0,27%"
"21.07.2014","2,2190","2,2255","2,2309","2,2180","","-0,25%"
"18.07.2014","2,2245","2,2583","2,2588","2,2240","","-1,46%"
"17.07.2014","2,2575","2,2238","2,2606","2,2223","","1,52%"
"16.07.2014","2,2236","2,2193","2,2289","2,2128","","0,18%"
"15.07.2014","2,2196","2,2103","2,2273","2,2097","","0,42%"
"14.07.2014","2,2104","2,2209","2,2228","2,2100","","-0,45%"
"11.07.2014","2,2205","2,2192","2,2271","2,2180","","0,06%"
"10.07.2014","2,2191","2,2099","2,2273","2,2099","","0,32%"
"09.07.2014","2,2120","2,2123","2,2123","2,2123","","0,00%"
"08.07.2014","2,2120","2,2253","2,2286","2,2077","","-0,53%"
"07.07.2014","2,2237","2,2133","2,2268","2,2092","","0,48%"
"04.07.2014","2,2130","2,2121","2,2171","2,2098","","0,14%"
"03.07.2014","2,2098","2,2255","2,2455","2,2095","","-0,66%"
"02.07.2014","2,2245","2,2020","2,2267","2,2003","","1,05%"
"01.07.2014","2,2013","2,2146","2,2205","2,1988","","-0,56%"
"30.06.2014","2,2137","2,1937","2,2149","2,1937","","0,93%"
"27.06.2014","2,1934","2,1969","2,2075","2,1869","","-0,14%"
"26.06.2014","2,1964","2,2078","2,2136","2,1925","","-0,51%"
"25.06.2014","2,2076","2,2251","2,2253","2,1996","","-0,75%"
"24.06.2014","2,2242","2,2180","2,2272","2,2138","","0,30%"
"23.06.2014","2,2175","2,2298","2,2348","2,2159","","-0,49%"
"20.06.2014","2,2285","2,2225","2,2428","2,2225","","0,29%"
"19.06.2014","2,2220","2,2263","2,2263","2,2225","","-0,22%"
"18.06.2014","2,2270","2,2618","2,2619","2,2266","","-1,53%"
"17.06.2014","2,2617","2,2348","2,2642","2,2303","","1,27%"
"16.06.2014","2,2333","2,2238","2,2387","2,2238","","0,43%"
"13.06.2014","2,2237","2,2300","2,2417","2,2230","","-0,26%"
"12.06.2014","2,2295","2,2329","2,2339","2,2295","","-0,13%"
"11.06.2014","2,2325","2,2218","2,2367","2,2216","","0,50%"
"10.06.2014","2,2215","2,2287","2,2352","2,2217","","-0,25%"
"09.06.2014","2,2270","2,2458","2,2463","2,2228","","-0,87%"
"06.06.2014","2,2465","2,2620","2,2621","2,2386","","-0,67%"
"05.06.2014","2,2616","2,2781","2,2814","2,2589","","-0,70%"
"04.06.2014","2,2776","2,2800","2,2918","2,2681","","-0,08%"
"03.06.2014","2,2795","2,2773","2,2827","2,2563","","0,13%"
"02.06.2014","2,2765","2,2415","2,2778","2,2413","","1,62%"
"30.05.2014","2,2403","2,2248","2,2472","2,2225","","0,71%"
"29.05.2014","2,2245","2,2320","2,2358","2,2156","","-0,34%"
"28.05.2014","2,2321","2,2382","2,2475","2,2312","","-0,22%"
"27.05.2014","2,2370","2,2241","2,2450","2,2219","","0,60%"
"26.05.2014","2,2236","2,2223","2,2274","2,2162","","0,04%"
"23.05.2014","2,2226","2,2155","2,2266","2,2112","","0,35%"
"22.05.2014","2,2148","2,2075","2,2207","2,1997","","0,38%"
"21.05.2014","2,2065","2,2138","2,2168","2,2047","","-0,41%"
"20.05.2014","2,2155","2,2058","2,2211","2,2058","","0,45%"
"19.05.2014","2,2055","2,2155","2,2183","2,2023","","-0,37%"
"16.05.2014","2,2138","2,2187","2,2207","2,2068","","-0,28%"
"15.05.2014","2,2201","2,2025","2,2283","2,2025","","0,84%"
"14.05.2014","2,2015","2,2145","2,2206","2,2008","","-0,58%"
"13.05.2014","2,2143","2,2146","2,2196","2,2045","","0,04%"
"12.05.2014","2,2135","2,2184","2,2210","2,2085","","0,05%"
"09.05.2014","2,2123","2,2170","2,2249","2,2099","","-0,08%"
"08.05.2014","2,2140","2,2158","2,2195","2,1997","","-0,09%"
"07.05.2014","2,2160","2,2298","2,2350","2,2137","","-0,58%"
"06.05.2014","2,2289","2,2445","2,2450","2,2211","","-0,62%"
"05.05.2014","2,2429","2,2297","2,2494","2,2201","","1,05%"
"02.05.2014","2,2197","2,2319","2,2443","2,2132","","-0,60%"
"01.05.2014","2,2330","2,2338","2,2340","2,2332","","0,04%"
"30.04.2014","2,2320","2,2363","2,2583","2,2267","","-0,16%"
"29.04.2014","2,2356","2,2230","2,2368","2,2058","","0,57%"
"28.04.2014","2,2230","2,2421","2,2459","2,2205","","-0,91%"
"25.04.2014","2,2435","2,2138","2,2470","2,2116","","1,38%"
"24.04.2014","2,2130","2,2216","2,2286","2,2116","","-0,34%"
"23.04.2014","2,2205","2,2383","2,2487","2,2204","","-0,75%"
"22.04.2014","2,2372","2,2360","2,2504","2,2342","","0,05%"
"21.04.2014","2,2360","2,2370","2,2370","2,2370","","-0,04%"
"18.04.2014","2,2370","2,2378","2,2415","2,2350","","-0,01%"
"17.04.2014","2,2373","2,2439","2,2560","2,2325","","-0,25%"
"16.04.2014","2,2430","2,2327","2,2460","2,2234","","0,47%"
"15.04.2014","2,2324","2,2143","2,2405","2,2121","","0,88%"
"14.04.2014","2,2130","2,2183","2,2226","2,2057","","-0,19%"
"11.04.2014","2,2172","2,2069","2,2236","2,1969","","0,51%"
"10.04.2014","2,2060","2,1863","2,2072","2,1814","","0,94%"
"09.04.2014","2,1854","2,2015","2,2195","2,1857","","-0,70%"
"08.04.2014","2,2009","2,2193","2,2195","2,1927","","-0,79%"
"07.04.2014","2,2184","2,2363","2,2489","2,2119","","-0,76%"
"04.04.2014","2,2354","2,2793","2,2795","2,2346","","-1,90%"
"03.04.2014","2,2788","2,2685","2,2889","2,2685","","0,45%"
"02.04.2014","2,2685","2,2614","2,2768","2,2591","","0,36%"
"01.04.2014","2,2603","2,2721","2,2761","2,2525","","-0,49%"
"31.03.2014","2,2714","2,2634","2,2755","2,2491","","0,46%"
"28.03.2014","2,2609","2,2592","2,2709","2,2478","","0,12%"
"27.03.2014","2,2583","2,3033","2,3087","2,2570","","-1,97%"
"26.03.2014","2,3037","2,3115","2,3202","2,2923","","-0,31%"
"25.03.2014","2,3108","2,3235","2,3316","2,2985","","-0,48%"
"24.03.2014","2,3220","2,3236","2,3343","2,3133","","-0,07%"
"21.03.2014","2,3237","2,3281","2,3328","2,3150","","-0,14%"
"20.03.2014","2,3269","2,3478","2,3575","2,3200","","-0,87%"
"19.03.2014","2,3473","2,3351","2,3541","2,3247","","0,57%"
"18.03.2014","2,3340","2,3491","2,3605","2,3331","","-0,62%"
"17.03.2014","2,3485","2,3469","2,3573","2,3421","","0,11%"
"14.03.2014","2,3460","2,3641","2,3766","2,3457","","-0,74%"
"13.03.2014","2,3636","2,3553","2,3678","2,3375","","0,48%"
"12.03.2014","2,3523","2,3638","2,3741","2,3526","","-0,49%"
"11.03.2014","2,3639","2,3496","2,3687","2,3378","","0,63%"
"10.03.2014","2,3491","2,3455","2,3566","2,3263","","0,38%"
"07.03.2014","2,3403","2,3235","2,3503","2,3221","","0,77%"
"06.03.2014","2,3225","2,3171","2,3249","2,2998","","0,20%"
"05.03.2014","2,3178","2,3410","2,3410","2,3143","","-0,97%"
"04.03.2014","2,3406","2,3431","2,3438","2,3412","","-0,14%"
"03.03.2014","2,3438","2,3384","2,3442","2,3384","","0,24%"
"28.02.2014","2,3381","2,3186","2,3476","2,3183","","0,71%"
"27.02.2014","2,3217","2,3510","2,3570","2,3182","","-1,18%"
"26.02.2014","2,3495","2,3422","2,3575","2,3338","","0,37%"
"25.02.2014","2,3408","2,3411","2,3454","2,3278","","0,08%"
"24.02.2014","2,3390","2,3471","2,3536","2,3270","","-0,27%"
"21.02.2014","2,3453","2,3691","2,3781","2,3417","","-1,05%"
"20.02.2014","2,3701","2,3976","2,3976","2,3631","","-0,99%"
"19.02.2014","2,3937","2,3960","2,4126","2,3846","","-0,05%"
"18.02.2014","2,3950","2,3886","2,4018","2,3841","","0,25%"
"17.02.2014","2,3890","2,3856","2,3930","2,3779","","0,01%"
"14.02.2014","2,3888","2,3946","2,3995","2,3789","","-0,19%"
"13.02.2014","2,3933","2,4261","2,4341","2,3924","","-1,31%"
"12.02.2014","2,4250","2,4002","2,4273","2,3974","","1,04%"
"11.02.2014","2,4000","2,4096","2,4186","2,3955","","-0,33%"
"10.02.2014","2,4080","2,3812","2,4114","2,3806","","1,19%"
"07.02.2014","2,3797","2,3815","2,3940","2,3696","","-0,10%"
"06.02.2014","2,3820","2,3986","2,4139","2,3773","","-0,67%"
"05.02.2014","2,3981","2,4094","2,4200","2,3925","","-0,30%"
"04.02.2014","2,4053","2,4307","2,4384","2,4050","","-1,41%"
"03.02.2014","2,4397","2,4127","2,4406","2,4001","","1,14%"
"31.01.2014","2,4122","2,4086","2,4377","2,3909","","0,04%"
"30.01.2014","2,4113","2,4371","2,4442","2,4080","","-0,96%"
